# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2963  [002] .... 250307.801329: tracing_mark_write: start dd
          <idle>-0     [001] d.h3 250307.806824: bcm2835_sdhost_transfer_pio: write:SDDATA:463744c8
          <idle>-0     [001] d.h3 250307.806825: bcm2835_sdhost_transfer_pio: write:SDDATA:2a8f9b5a
          <idle>-0     [001] d.h3 250307.806826: bcm2835_sdhost_transfer_pio: write:SDDATA:72a893e3
          <idle>-0     [001] d.h3 250307.806827: bcm2835_sdhost_transfer_pio: write:SDDATA:e47b92a6
          <idle>-0     [001] d.h3 250307.806828: bcm2835_sdhost_transfer_pio: write:SDDATA:c7af8984
          <idle>-0     [001] d.h3 250307.806830: bcm2835_sdhost_transfer_pio: write:SDDATA:4fcc0876
          <idle>-0     [001] d.h3 250307.806831: bcm2835_sdhost_transfer_pio: write:SDDATA:572726f8
          <idle>-0     [001] d.h3 250307.806832: bcm2835_sdhost_transfer_pio: write:SDDATA:97f3c494
          <idle>-0     [001] d.h3 250307.806835: bcm2835_sdhost_transfer_pio: write:SDDATA:fd293b49
          <idle>-0     [001] d.h3 250307.806836: bcm2835_sdhost_transfer_pio: write:SDDATA:e9811b5c
          <idle>-0     [001] d.h3 250307.806837: bcm2835_sdhost_transfer_pio: write:SDDATA:decf8fe7
          <idle>-0     [001] d.h3 250307.806838: bcm2835_sdhost_transfer_pio: write:SDDATA:dc9da18b
          <idle>-0     [001] d.h3 250307.806839: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 250307.806840: bcm2835_sdhost_transfer_pio: write:SDDATA:ee52b2d3
          <idle>-0     [001] d.h3 250307.806842: bcm2835_sdhost_transfer_pio: write:SDDATA:7eaedd8a
          <idle>-0     [001] d.h3 250307.806843: bcm2835_sdhost_transfer_pio: write:SDDATA:7a1197c6
          <idle>-0     [001] d.h3 250307.806844: bcm2835_sdhost_transfer_pio: write:SDDATA:e01fbdf4
          <idle>-0     [001] d.h3 250307.806845: bcm2835_sdhost_transfer_pio: write:SDDATA:5b0f062e
          <idle>-0     [001] d.h3 250307.806846: bcm2835_sdhost_transfer_pio: write:SDDATA:29e9ebfb
          <idle>-0     [001] d.h3 250307.806847: bcm2835_sdhost_transfer_pio: write:SDDATA:d8496afc
          <idle>-0     [001] d.h3 250307.806848: bcm2835_sdhost_transfer_pio: write:SDDATA:b3e30a7f
          <idle>-0     [001] d.h3 250307.806849: bcm2835_sdhost_transfer_pio: write:SDDATA:845b72f8
          <idle>-0     [001] d.h3 250307.806850: bcm2835_sdhost_transfer_pio: write:SDDATA:dea9cab6
          <idle>-0     [001] d.h3 250307.806852: bcm2835_sdhost_transfer_pio: write:SDDATA:19418809
          <idle>-0     [001] d.h3 250307.806853: bcm2835_sdhost_transfer_pio: write:SDDATA:970ef146
          <idle>-0     [001] d.h3 250307.806854: bcm2835_sdhost_transfer_pio: write:SDDATA:b5f44c7d
          <idle>-0     [001] d.h3 250307.806855: bcm2835_sdhost_transfer_pio: write:SDDATA:59fc0ad0
          <idle>-0     [001] d.h3 250307.806856: bcm2835_sdhost_transfer_pio: write:SDDATA:8778f377
          <idle>-0     [001] d.h3 250307.806857: bcm2835_sdhost_transfer_pio: write:SDDATA:316028d0
          <idle>-0     [001] d.h3 250307.806858: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 250307.806859: bcm2835_sdhost_transfer_pio: write:SDDATA:7f16ffb8
          <idle>-0     [001] d.h3 250307.806860: bcm2835_sdhost_transfer_pio: write:SDDATA:03953d07
          <idle>-0     [001] d.h3 250307.806862: bcm2835_sdhost_transfer_pio: write:SDDATA:04f04632
          <idle>-0     [001] d.h3 250307.806863: bcm2835_sdhost_transfer_pio: write:SDDATA:34e53c73
          <idle>-0     [001] d.h3 250307.806864: bcm2835_sdhost_transfer_pio: write:SDDATA:36e10e3d
          <idle>-0     [001] d.h3 250307.806865: bcm2835_sdhost_transfer_pio: write:SDDATA:f07d1d03
          <idle>-0     [001] d.h3 250307.806866: bcm2835_sdhost_transfer_pio: write:SDDATA:c5dc3a79
          <idle>-0     [001] d.h3 250307.806867: bcm2835_sdhost_transfer_pio: write:SDDATA:bbee2cbc
          <idle>-0     [001] d.h3 250307.806868: bcm2835_sdhost_transfer_pio: write:SDDATA:00f1940d
          <idle>-0     [001] d.h3 250307.806869: bcm2835_sdhost_transfer_pio: write:SDDATA:88bdc572
          <idle>-0     [001] d.h3 250307.806871: bcm2835_sdhost_transfer_pio: write:SDDATA:4a608841
          <idle>-0     [001] d.h3 250307.806872: bcm2835_sdhost_transfer_pio: write:SDDATA:57e89a9f
          <idle>-0     [001] d.h3 250307.806873: bcm2835_sdhost_transfer_pio: write:SDDATA:73d43ef9
          <idle>-0     [001] d.h3 250307.806875: bcm2835_sdhost_transfer_pio: write:SDDATA:1d0a328a
          <idle>-0     [001] d.h3 250307.806876: bcm2835_sdhost_transfer_pio: write:SDDATA:be66fa7e
          <idle>-0     [001] d.h3 250307.806877: bcm2835_sdhost_transfer_pio: write:SDDATA:7664358c
          <idle>-0     [001] d.h2 250307.806879: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
          <idle>-0     [001] d.h2 250307.806881: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [002] d.h2 250307.808641: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [002] d.h2 250307.808643: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 250307.808645: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [002] d.h2 250307.808648: bcm2835_sdhost_transfer_complete: read:SDEDM:00010801
          <idle>-0     [002] d.h2 250307.808652: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 250307.808658: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 250307.808664: mmc_request_done: mmc0: end struct mmc_request[ffffffc03715dd40]: cmd_opcode=24 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=512 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 250307.808667: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 250307.808677: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 250307.808680: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 250307.808682: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 250307.808683: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 250307.808683: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 250307.808685: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 250307.808686: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 250307.808689: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 250307.808691: bcm2835_sdhost_send_command: read:SDCMD:00000098
         mmcqd/0-339   [002] d..1 250307.808693: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 250307.808694: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 250307.808695: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 250307.808696: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 250307.808698: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 250307.808699: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 250307.808700: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 250307.808707: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 250307.808722: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 250307.808724: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 250307.808727: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 250307.808740: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 250307.808742: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] d..2 250307.808761: mmc_exit_request <-free_request_size
         mmcqd/0-339   [003] ...1 250307.808766: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.808767: mmc_release_host <-mmc_put_card
              dd-2964  [000] ...1 250307.808801: mmc_blk_release <-__blkdev_put
              dd-2964  [000] ...1 250307.808804: mmc_blk_put <-mmc_blk_release
             tee-2966  [001] .... 250307.814795: tracing_mark_write: end dd
