# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3753  [003] .... 259068.142415: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
         mmcqd/0-339   [001] d.h3 259068.436601: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436602: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436603: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436604: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436605: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436606: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436607: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436609: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436610: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436611: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436612: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436613: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436614: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436616: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436617: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436618: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436620: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436621: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436622: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436624: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436625: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436626: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436627: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436628: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436630: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436631: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436632: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436633: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436634: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436636: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436637: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436638: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436639: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436640: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436641: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436643: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436644: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436645: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436646: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436647: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436648: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436649: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436650: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436652: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436653: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436654: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436655: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436656: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436657: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436658: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436659: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436661: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436662: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436663: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436667: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436668: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436669: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436670: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436671: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436672: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436673: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436674: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436676: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436677: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436678: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436680: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436681: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436682: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436683: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436685: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436686: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436687: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436688: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436690: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436691: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436692: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436693: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436695: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436696: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436697: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436698: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436701: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436702: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436703: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436704: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436706: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436707: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436708: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436709: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436710: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436711: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436712: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436713: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436714: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436716: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436717: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436718: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436719: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
         mmcqd/0-339   [001] d.h3 259068.436720: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436721: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436722: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436724: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436725: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436726: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436727: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436728: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436729: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436730: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436731: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436732: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436734: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436735: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436736: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h3 259068.436737: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
         mmcqd/0-339   [001] d.h2 259068.436738: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
         mmcqd/0-339   [001] d.h2 259068.436740: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [001] d..2 259068.436746: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [001] d..2 259068.436748: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [001] ...1 259068.436749: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [001] ...1 259068.436779: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [001] ...1 259068.436780: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [001] ...1 259068.436781: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [001] ...1 259068.436782: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [001] ...1 259068.436784: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.h2 259068.438539: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [002] d.h2 259068.438542: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259068.438545: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [002] d.h2 259068.438548: bcm2835_sdhost_transfer_complete: read:SDEDM:00010801
          <idle>-0     [002] d.h2 259068.438550: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259068.438555: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259068.438561: mmc_request_done: mmc0: end struct mmc_request[ffffffc036b4b540]: cmd_opcode=24 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=512 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259068.438564: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259068.438577: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259068.438581: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259068.438582: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259068.438584: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259068.438584: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259068.438587: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259068.438588: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259068.438592: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259068.438594: bcm2835_sdhost_send_command: read:SDCMD:00000098
         mmcqd/0-339   [002] d..1 259068.438597: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259068.438598: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259068.438599: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259068.438601: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259068.438602: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259068.438603: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259068.438605: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259068.438612: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259068.438620: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259068.438622: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259068.438624: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259068.438639: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259068.438642: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259068.438643: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259068.438644: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259068.438645: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259068.438648: mmc_request_start: mmc0: start struct mmc_request[ffffffc036b4a540]: cmd_opcode=24 cmd_arg=0x8c1 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259068.438651: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259068.438653: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259068.438656: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259068.438657: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [003] d..1 259068.438659: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259068.438660: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [003] d..1 259068.438661: bcm2835_sdhost_send_command: write:SDARG:000008c1
         mmcqd/0-339   [003] d..1 259068.438663: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259068.438665: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259068.438667: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259068.438668: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 259068.438670: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [000] d.h2 259068.438673: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [000] d.h2 259068.438676: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [000] d.h2 259068.438678: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [000] d.h3 259068.438680: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [000] d.h3 259068.438682: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438683: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438684: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438685: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438687: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438688: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438689: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438690: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438691: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438692: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259068.438693: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
