# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3745  [002] .... 259067.570886: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
     ksoftirqd/0-7     [000] ..s. 259067.680933: mmc_request_done: mmc0: end struct mmc_request[ffffff8010763bc0]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=3 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
     ksoftirqd/0-7     [000] ..s1 259067.680936: mmc_wait_done <-mmc_request_done
     kworker/0:1-3712  [000] ...1 259067.680953: mmc_retune_release <-mmc_wait_for_req_done
     kworker/0:1-3712  [000] ...1 259067.680955: mmc_put_card <-mmc_sd_detect
     kworker/0:1-3712  [000] ...1 259067.680956: mmc_release_host <-mmc_put_card
          iozone-3746  [001] ...1 259067.865944: mmc_init_request <-alloc_request_size
          iozone-3746  [001] d..2 259067.865966: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 259067.865987: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259067.865990: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259067.865993: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.865995: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.866006: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.866008: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.866010: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.866013: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.866016: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.866018: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259067.866020: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259067.866027: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259067.866036: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a7540]: cmd_opcode=25 cmd_arg=0xe24 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259067.866060: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259067.866064: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259067.866066: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259067.866068: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [003] d..1 259067.866069: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259067.866070: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [003] d..1 259067.866071: bcm2835_sdhost_send_command: write:SDARG:00000e24
         mmcqd/0-339   [003] d..1 259067.866073: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259067.866078: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [003] d..1 259067.866079: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259067.866084: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.866085: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.866086: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [003] d.s2 259067.866931: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [003] d.s2 259067.866933: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [003] d.s2 259067.866934: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [003] d.s2 259067.866938: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [003] d.s2 259067.866940: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [003] d.s2 259067.866942: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [003] d.s2 259067.866943: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [003] d.s2 259067.866944: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [002] d.h2 259067.868181: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [002] d.h2 259067.868185: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259067.868189: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [002] d.h2 259067.868191: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [002] d.h2 259067.868193: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259067.868198: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259067.868203: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a7540]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259067.868206: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259067.868222: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259067.868225: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259067.868227: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259067.868228: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259067.868228: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259067.868230: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259067.868232: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259067.868234: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259067.868236: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [002] d..1 259067.868239: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259067.868240: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259067.868241: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.868243: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.868244: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.868246: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259067.868247: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259067.868256: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259067.868266: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259067.868268: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259067.868270: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259067.868282: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259067.868283: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] d..2 259067.868319: mmc_exit_request <-free_request_size
         mmcqd/0-339   [003] ...1 259067.868325: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.868326: mmc_release_host <-mmc_put_card
          iozone-3746  [001] ...1 259067.868395: mmc_init_request <-alloc_request_size
          iozone-3746  [001] d..2 259067.868404: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 259067.868414: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259067.868415: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259067.868416: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.868417: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.868420: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.868421: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.868422: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.868424: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.868426: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.868427: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259067.868427: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259067.868430: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259067.868432: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a6540]: cmd_opcode=25 cmd_arg=0xe2c cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259067.868447: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259067.868448: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259067.868451: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259067.868452: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [003] d..1 259067.868453: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259067.868454: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [003] d..1 259067.868455: bcm2835_sdhost_send_command: write:SDARG:00000e2c
         mmcqd/0-339   [003] d..1 259067.868457: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259067.868459: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259067.868460: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [003] d..1 259067.868461: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259067.868464: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.868465: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.868466: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [000] d.s2 259067.869265: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259067.869268: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259067.869269: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [000] d.s2 259067.869271: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [000] d.s2 259067.869274: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259067.869276: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259067.869277: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [000] d.s2 259067.869278: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [002] d.h2 259067.870438: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [002] d.h2 259067.870440: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259067.870442: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [002] d.h2 259067.870443: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [002] d.h2 259067.870445: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259067.870448: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259067.870450: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a6540]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259067.870452: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259067.870463: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259067.870464: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259067.870465: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259067.870466: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259067.870467: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259067.870468: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259067.870470: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259067.870473: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259067.870475: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [002] d..1 259067.870477: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259067.870478: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259067.870480: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.870481: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.870483: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259067.870484: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259067.870485: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259067.870490: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259067.870496: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259067.870497: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259067.870499: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259067.870509: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259067.870510: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] d..2 259067.870523: mmc_exit_request <-free_request_size
         mmcqd/0-339   [003] ...1 259067.870525: mmc_put_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.870527: mmc_release_host <-mmc_put_card
          iozone-3746  [001] ...1 259067.870578: mmc_init_request <-alloc_request_size
          iozone-3746  [001] d..2 259067.870586: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 259067.870594: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259067.870596: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259067.870597: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.870598: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.870600: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.870601: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.870603: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.870604: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259067.870605: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259067.870607: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259067.870608: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259067.870609: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259067.870611: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a7940]: cmd_opcode=25 cmd_arg=0xe34 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x49d stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259067.870621: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259067.870623: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259067.870625: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259067.870627: bcm2835_sdhost_send_command: write:SDHCFG:0000040e
         mmcqd/0-339   [003] d..1 259067.870628: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259067.870629: bcm2835_sdhost_send_command: write:SDHBLC:00000008
         mmcqd/0-339   [003] d..1 259067.870630: bcm2835_sdhost_send_command: write:SDARG:00000e34
         mmcqd/0-339   [003] d..1 259067.870631: bcm2835_sdhost_send_command: write:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259067.870634: bcm2835_sdhost_finish_command: read:SDCMD:00008099
         mmcqd/0-339   [003] d..1 259067.870635: bcm2835_sdhost_finish_command: read:SDCMD:00000099
         mmcqd/0-339   [003] d..1 259067.870636: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259067.870639: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259067.870640: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 259067.870641: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [000] d.s2 259067.871516: bcm2835_sdhost_dma_complete: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259067.871518: bcm2835_sdhost_dma_complete: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259067.871519: bcm2835_sdhost_dma_complete: read:SDEDM:00010801
          <idle>-0     [000] d.s2 259067.871521: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [000] d.s2 259067.871523: bcm2835_sdhost_send_command: read:SDCMD:00000099
          <idle>-0     [000] d.s2 259067.871525: bcm2835_sdhost_send_command: read:SDHSTS:00000000
          <idle>-0     [000] d.s2 259067.871526: bcm2835_sdhost_send_command: write:SDARG:00000000
          <idle>-0     [000] d.s2 259067.871527: bcm2835_sdhost_send_command: write:SDCMD:0000880c
          <idle>-0     [001] d.h2 259067.872574: bcm2835_sdhost_irq: read:SDHSTS:00000400
          <idle>-0     [001] d.h2 259067.872576: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [001] d.h2 259067.872578: bcm2835_sdhost_finish_command: read:SDCMD:0000080c
          <idle>-0     [001] d.h2 259067.872580: bcm2835_sdhost_finish_command: read:SDRSP0:00000c00
          <idle>-0     [001] d.h2 259067.872582: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [001] ..s2 259067.872585: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [001] ..s1 259067.872588: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a7940]: cmd_opcode=25 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=12 stop_err=0 stop_resp=0xc00 0x0 0x0 0x0 stop_retries=0 sbc_opcode=23 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=4096 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [001] ..s2 259067.872589: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [001] ...1 259067.872598: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [001] ...1 259067.872599: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [001] ...1 259067.872600: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [001] ...1 259067.872601: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [001] ...1 259067.872602: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [001] ...1 259067.872603: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [001] .... 259067.872605: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [001] d..1 259067.872607: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [001] d..1 259067.872609: bcm2835_sdhost_send_command: read:SDCMD:0000080c
         mmcqd/0-339   [001] d..1 259067.872611: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [001] d..1 259067.872613: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [001] d..1 259067.872614: bcm2835_sdhost_send_command: write:SDCMD:0000800d
