# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3778  [002] .... 259069.918022: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
         mmcqd/0-339   [003] ...1 259070.212118: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
          <idle>-0     [002] d.h2 259070.212118: bcm2835_sdhost_irq: write:SDHSTS:00000701
         mmcqd/0-339   [003] ...1 259070.212119: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259070.212121: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259070.212122: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
          <idle>-0     [002] d.h2 259070.212123: bcm2835_sdhost_irq: write:SDHCFG:0000050e
         mmcqd/0-339   [003] ...1 259070.212124: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.h3 259070.212130: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [002] d.h3 259070.212132: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212133: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212134: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212135: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212136: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212137: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212138: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212139: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212140: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212142: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212143: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212144: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212145: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212146: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212147: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212148: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212150: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212151: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212152: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212153: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212154: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212155: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212156: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212158: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212159: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212160: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212161: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212162: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212163: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212164: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212165: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212167: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212168: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212169: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212171: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212172: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212173: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212174: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212175: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212177: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212178: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212179: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212180: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212182: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212183: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212184: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212185: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212186: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212188: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212189: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212190: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212191: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212192: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212193: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212194: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212196: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212197: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212198: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212199: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212200: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212201: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212202: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212203: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212204: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212206: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212207: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212208: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212209: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212210: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212211: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212212: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212213: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212215: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212216: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212217: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212218: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212219: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212220: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212221: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212222: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212223: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212224: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212226: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212227: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212228: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212229: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212230: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212232: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212233: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212234: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212236: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212237: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212238: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212240: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212241: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212245: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212246: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212248: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212249: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212250: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212251: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212252: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212254: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212255: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212256: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212257: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212258: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212259: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212260: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212261: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212263: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212264: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212265: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212266: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212267: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212268: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212269: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212270: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212272: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259070.212273: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212274: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212275: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212276: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212277: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212278: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212279: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212281: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212282: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212283: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212284: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212285: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212286: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212287: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212288: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259070.212290: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h2 259070.212291: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
          <idle>-0     [002] d.h2 259070.212293: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [001] d.h2 259070.214089: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [001] d.h2 259070.214092: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [001] d.h2 259070.214096: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [001] d.h2 259070.214099: bcm2835_sdhost_transfer_complete: read:SDEDM:00010801
          <idle>-0     [001] d.h2 259070.214102: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [001] ..s2 259070.214106: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [001] ..s1 259070.214111: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a7140]: cmd_opcode=24 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=512 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [001] ..s2 259070.214114: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [001] ...1 259070.214128: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [001] ...1 259070.214132: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [001] ...1 259070.214133: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [001] ...1 259070.214134: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [001] ...1 259070.214135: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [001] ...1 259070.214136: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [001] .... 259070.214139: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [001] d..1 259070.214141: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [001] d..1 259070.214144: bcm2835_sdhost_send_command: read:SDCMD:00000098
         mmcqd/0-339   [001] d..1 259070.214147: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [001] d..1 259070.214148: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [001] d..1 259070.214149: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [001] d..1 259070.214151: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [001] d..1 259070.214152: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [001] d..1 259070.214154: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [001] d..1 259070.214155: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [001] ...1 259070.214163: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/1-15    [001] ..s1 259070.214173: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/1-15    [001] ..s. 259070.214174: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/1-15    [001] ..s1 259070.214176: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259070.214189: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [002] ...1 259070.214191: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259070.214192: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259070.214192: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259070.214194: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259070.214196: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a4d40]: cmd_opcode=24 cmd_arg=0x8c1 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [002] d..1 259070.214199: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259070.214201: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259070.214204: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259070.214206: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [002] d..1 259070.214207: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [002] d..1 259070.214208: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [002] d..1 259070.214210: bcm2835_sdhost_send_command: write:SDARG:000008c1
         mmcqd/0-339   [002] d..1 259070.214212: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [002] d..1 259070.214213: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [002] d..1 259070.214215: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [002] d..1 259070.214216: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [002] d..1 259070.214217: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [003] d.h2 259070.214221: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [003] d.h2 259070.214222: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [003] d.h2 259070.214224: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [003] d.h3 259070.214227: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [003] d.h3 259070.214228: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214229: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214230: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214231: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214233: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214234: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214235: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214236: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214237: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214238: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214239: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214240: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214242: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214243: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214244: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214245: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214246: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [003] d.h3 259070.214248: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [003] d.h3 259070.214249: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
