# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3810  [002] .... 259072.195283: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
          <idle>-0     [001] d.h2 259072.489100: bcm2835_sdhost_irq: write:SDHSTS:00000701
         mmcqd/0-339   [002] d..2 259072.489100: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [002] ...1 259072.489102: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [002] ...1 259072.489103: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
          <idle>-0     [001] d.h2 259072.489103: bcm2835_sdhost_irq: write:SDHCFG:0000050e
         mmcqd/0-339   [002] ...1 259072.489103: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [002] ...1 259072.489105: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [002] ...1 259072.489106: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [002] ...1 259072.489107: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [001] d.h3 259072.489108: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [001] d.h3 259072.489111: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489112: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489114: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489115: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489116: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489117: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489119: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489120: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489122: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489123: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489124: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489126: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489128: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489129: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489130: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489131: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489133: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489134: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489135: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489136: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489137: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489138: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489140: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489141: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489142: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489143: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489144: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489145: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489146: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489147: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489149: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489150: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489151: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489152: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489153: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489154: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489155: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489157: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489158: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489159: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489160: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489161: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489162: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489163: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489164: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489165: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489167: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489168: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489169: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489170: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489171: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489173: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489174: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489175: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489177: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489178: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489180: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489181: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489182: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489183: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489184: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489185: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489187: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489188: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489189: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489190: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489192: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489193: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489194: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489195: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489196: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489197: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489199: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489200: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489201: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489202: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489203: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489204: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489205: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489206: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489207: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489208: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489209: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489211: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489212: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489213: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489214: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489215: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489216: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489217: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489218: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489220: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489221: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489222: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489223: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489226: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489227: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489228: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489229: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489230: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489231: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489233: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489234: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489235: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489236: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489237: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489238: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489239: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489241: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489242: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489243: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489245: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489246: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489247: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489248: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489249: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489250: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489251: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489253: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [001] d.h3 259072.489254: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489255: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489256: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489258: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489259: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489260: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489261: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489262: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489263: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489264: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489265: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489267: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489268: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489269: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489270: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h3 259072.489271: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [001] d.h2 259072.489273: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
          <idle>-0     [001] d.h2 259072.489274: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [002] d.h2 259072.491119: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [002] d.h2 259072.491120: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 259072.491123: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [002] d.h2 259072.491126: bcm2835_sdhost_transfer_complete: read:SDEDM:00010801
          <idle>-0     [002] d.h2 259072.491129: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [002] ..s2 259072.491133: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [002] ..s1 259072.491138: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a4140]: cmd_opcode=24 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=512 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [002] ..s2 259072.491141: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [002] ...1 259072.491156: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [002] ...1 259072.491160: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [002] ...1 259072.491161: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [002] ...1 259072.491162: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [002] ...1 259072.491163: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [002] ...1 259072.491165: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [002] .... 259072.491167: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [002] d..1 259072.491169: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [002] d..1 259072.491171: bcm2835_sdhost_send_command: read:SDCMD:00000098
         mmcqd/0-339   [002] d..1 259072.491173: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [002] d..1 259072.491174: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [002] d..1 259072.491175: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259072.491177: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259072.491178: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [002] d..1 259072.491179: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [002] d..1 259072.491180: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [002] ...1 259072.491188: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/2-20    [002] ..s1 259072.491198: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/2-20    [002] ..s. 259072.491199: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/2-20    [002] ..s1 259072.491201: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259072.491217: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [003] ...1 259072.491221: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259072.491223: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259072.491223: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259072.491225: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259072.491228: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a6540]: cmd_opcode=24 cmd_arg=0x8c2 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259072.491230: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259072.491233: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259072.491235: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259072.491236: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [003] d..1 259072.491237: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259072.491239: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [003] d..1 259072.491240: bcm2835_sdhost_send_command: write:SDARG:000008c2
         mmcqd/0-339   [003] d..1 259072.491241: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259072.491243: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259072.491244: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259072.491245: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 259072.491247: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [000] d.h2 259072.491251: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [000] d.h2 259072.491254: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [000] d.h2 259072.491256: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [000] d.h3 259072.491259: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [000] d.h3 259072.491260: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491261: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491262: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491263: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491265: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491266: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491267: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491268: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491269: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] d.h3 259072.491270: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491272: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491273: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491274: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491275: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491277: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491278: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491280: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [000] dnh3 259072.491281: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [000] dnh3 259072.491283: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
