# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3786  [003] .... 259070.494200: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
         mmcqd/0-339   [003] .... 259070.788146: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a5940]: cmd_opcode=24 cmd_arg=0x805 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 259070.788155: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259070.788161: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259070.788163: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259070.788165: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [003] d..1 259070.788167: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 259070.788168: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [003] d..1 259070.788169: bcm2835_sdhost_send_command: write:SDARG:00000805
         mmcqd/0-339   [003] d..1 259070.788173: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [003] d..1 259070.788178: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 259070.788181: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          iozone-3787  [002] d.h2 259070.788186: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [003] d..2 259070.788187: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 259070.788188: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 259070.788190: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 259070.788191: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
          iozone-3787  [002] d.h2 259070.788191: bcm2835_sdhost_irq: write:SDHSTS:00000701
         mmcqd/0-339   [003] ...1 259070.788192: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 259070.788194: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 259070.788195: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
          iozone-3787  [002] d.h2 259070.788195: bcm2835_sdhost_irq: write:SDHCFG:0000050e
         mmcqd/0-339   [003] ...1 259070.788196: mmc_start_areq <-mmc_blk_issue_rw_rq
          iozone-3787  [002] d.h3 259070.788200: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          iozone-3787  [002] d.h3 259070.788201: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788202: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788204: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788205: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788206: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788207: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788208: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788209: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788210: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788211: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788212: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788213: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788215: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788216: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788217: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788218: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788219: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788220: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788221: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788222: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788224: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788225: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788226: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788227: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788228: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788229: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788230: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788231: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788232: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788233: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788235: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788236: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788237: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788238: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788241: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788242: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788243: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788244: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788245: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788246: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788247: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788249: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788250: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788251: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788252: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788254: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788255: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788256: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788257: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788258: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788259: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788260: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788262: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788263: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788264: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788265: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788266: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788267: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788268: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788269: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788270: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788271: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788273: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788274: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788275: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788276: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788277: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788278: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788279: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788281: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788282: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788283: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788284: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788285: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788286: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788287: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788288: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788289: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788291: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788292: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788293: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788294: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788295: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788296: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788297: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788299: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788300: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788301: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788302: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788304: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788305: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788306: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788307: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788308: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788310: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788311: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788312: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788317: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788318: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788319: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788321: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788322: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788323: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788324: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788325: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788326: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788327: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788328: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788330: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788331: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788332: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788333: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788334: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788335: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788336: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788337: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788338: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788340: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788341: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          iozone-3787  [002] d.h3 259070.788342: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788343: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788344: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788345: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788346: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788347: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788349: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788350: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788351: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788352: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788353: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788354: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788355: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788356: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788357: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h3 259070.788359: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          iozone-3787  [002] d.h2 259070.788360: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
          iozone-3787  [002] d.h2 259070.788363: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [003] d.h2 259070.790202: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [003] d.h2 259070.790204: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [003] d.h2 259070.790207: bcm2835_sdhost_finish_data: write:SDHCFG:0000040e
          <idle>-0     [003] d.h2 259070.790211: bcm2835_sdhost_transfer_complete: read:SDEDM:00010801
          <idle>-0     [003] d.h2 259070.790215: bcm2835_sdhost_irq: read:SDHSTS:00000000
          <idle>-0     [003] ..s2 259070.790220: mmc_request_done <-bcm2835_sdhost_tasklet_finish
          <idle>-0     [003] ..s1 259070.790226: mmc_request_done: mmc0: end struct mmc_request[ffffffc0301a5940]: cmd_opcode=24 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=0 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=512 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
          <idle>-0     [003] ..s2 259070.790229: mmc_wait_data_done <-mmc_request_done
         mmcqd/0-339   [003] ...1 259070.790240: mmc_blk_err_check <-mmc_start_areq
         mmcqd/0-339   [003] ...1 259070.790243: mmc_wait_for_cmd <-__mmc_send_status
         mmcqd/0-339   [003] ...1 259070.790244: mmc_wait_for_req <-mmc_wait_for_cmd
         mmcqd/0-339   [003] ...1 259070.790246: mmc_start_request <-mmc_wait_for_req
         mmcqd/0-339   [003] ...1 259070.790246: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 259070.790248: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 259070.790250: mmc_request_start: mmc0: start struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_arg=0x59b40000 cmd_flags=0x195 cmd_retries=5 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=0 block_size=0 blk_addr=0 data_flags=0x0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
         mmcqd/0-339   [003] d..1 259070.790252: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 259070.790254: bcm2835_sdhost_send_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 259070.790256: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 259070.790257: bcm2835_sdhost_send_command: write:SDARG:59b40000
         mmcqd/0-339   [003] d..1 259070.790258: bcm2835_sdhost_send_command: write:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259070.790260: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259070.790261: bcm2835_sdhost_finish_command: read:SDCMD:0000800d
         mmcqd/0-339   [003] d..1 259070.790262: bcm2835_sdhost_finish_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 259070.790264: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] ...1 259070.790271: mmc_wait_for_req_done <-mmc_wait_for_req
     ksoftirqd/3-25    [003] ..s1 259070.790282: mmc_request_done <-bcm2835_sdhost_tasklet_finish
     ksoftirqd/3-25    [003] ..s. 259070.790283: mmc_request_done: mmc0: end struct mmc_request[ffffff80094fba60]: cmd_opcode=13 cmd_err=0 cmd_resp=0x900 0x0 0x0 0x0 cmd_retries=5 stop_opcode=0 stop_err=0 stop_resp=0x0 0x0 0x0 0x0 stop_retries=0 sbc_opcode=0 sbc_err=0 sbc_resp=0x0 0x0 0x0 0x0 sbc_retries=0 bytes_xfered=0 data_err=0 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=2 retune_period=0
     ksoftirqd/3-25    [003] ..s1 259070.790285: mmc_wait_done <-mmc_request_done
         mmcqd/0-339   [000] ...1 259070.790301: mmc_retune_release <-mmc_wait_for_req_done
         mmcqd/0-339   [000] ...1 259070.790304: mmc_retune_release <-mmc_start_areq
         mmcqd/0-339   [000] ...1 259070.790305: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [000] ...1 259070.790306: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [000] ...1 259070.790308: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [000] .... 259070.790310: mmc_request_start: mmc0: start struct mmc_request[ffffffc0301a6d40]: cmd_opcode=24 cmd_arg=0x8c1 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [000] d..1 259070.790312: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [000] d..1 259070.790315: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [000] d..1 259070.790317: bcm2835_sdhost_send_command: read:SDHSTS:00000000
