# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3794  [001] .... 259071.070966: tracing_mark_write: start iozone:-I -O -i 0 -s 64 -r 4 -f /sdcard/tmp
    kworker/u8:0-3714  [000] ...1 259071.362482: mmc_set_data_timeout <-mmc_io_rw_extended
    kworker/u8:0-3714  [000] ...1 259071.362483: mmc_wait_for_req <-mmc_io_rw_extended
    kworker/u8:0-3714  [000] ...1 259071.362483: mmc_start_request <-mmc_wait_for_req
    kworker/u8:0-3714  [000] ...1 259071.362484: mmc_retune_hold <-mmc_start_request
    kworker/u8:0-3714  [000] ...1 259071.362485: mmc_retune <-__mmc_start_request
    kworker/u8:0-3714  [000] ...1 259071.362496: mmc_wait_for_req_done <-mmc_wait_for_req
          <idle>-0     [000] ..s3 259071.362517: mmc_request_done <-bcm2835_mmc_tasklet_finish
          <idle>-0     [000] ..s3 259071.362519: mmc_wait_done <-mmc_request_done
    kworker/u8:0-3714  [000] ...1 259071.362525: mmc_retune_release <-mmc_wait_for_req_done
    kworker/u8:0-3714  [000] ...1 259071.362527: mmc_release_host <-sdio_release_host
    kworker/u8:0-3714  [000] ...1 259071.362591: mmc_io_rw_extended <-sdio_io_rw_ext_helper
    kworker/u8:0-3714  [000] ...1 259071.362592: mmc_set_data_timeout <-mmc_io_rw_extended
    kworker/u8:0-3714  [000] ...1 259071.362593: mmc_wait_for_req <-mmc_io_rw_extended
    kworker/u8:0-3714  [000] ...1 259071.362594: mmc_start_request <-mmc_wait_for_req
    kworker/u8:0-3714  [000] ...1 259071.362595: mmc_retune_hold <-mmc_start_request
    kworker/u8:0-3714  [000] ...1 259071.362596: mmc_retune <-__mmc_start_request
    kworker/u8:0-3714  [000] ...1 259071.362609: mmc_wait_for_req_done <-mmc_wait_for_req
          <idle>-0     [001] ..s2 259071.362620: mmc_request_done <-bcm2835_mmc_tasklet_finish
          <idle>-0     [001] ..s2 259071.362622: mmc_wait_done <-mmc_request_done
    kworker/u8:0-3714  [001] ...1 259071.362634: mmc_retune_release <-mmc_wait_for_req_done
    kworker/u8:0-3714  [001] ...1 259071.362638: mmc_release_host <-sdio_release_host
    kworker/u8:1-3771  [003] ...1 259071.365236: mmc_init_request <-alloc_request_size
    kworker/u8:1-3771  [003] ...1 259071.365275: mmc_init_request <-alloc_request_size
    kworker/u8:1-3771  [003] ...1 259071.365292: mmc_init_request <-alloc_request_size
    kworker/u8:1-3771  [003] d..2 259071.365344: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [000] d..2 259071.365412: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [000] d..2 259071.365414: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [000] ...1 259071.365417: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [000] ...1 259071.365418: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259071.365424: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259071.365426: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 259071.365428: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259071.365431: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259071.365434: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 259071.365437: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [000] ...1 259071.365438: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [000] ...1 259071.365444: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [000] .... 259071.365500: mmc_request_start: mmc0: start struct mmc_request[ffffffc03729dd40]: cmd_opcode=24 cmd_arg=0x805 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [000] d..1 259071.365513: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [000] d..1 259071.365521: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [000] d..1 259071.365525: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [000] d..1 259071.365529: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [000] d..1 259071.365531: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [000] d..1 259071.365532: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [000] d..1 259071.365533: bcm2835_sdhost_send_command: write:SDARG:00000805
         mmcqd/0-339   [000] d..1 259071.365535: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [000] d..1 259071.365537: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [000] d..1 259071.365539: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [000] d..1 259071.365541: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [002] d.h2 259071.365546: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [000] d..2 259071.365546: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [000] d..2 259071.365547: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [000] ...1 259071.365548: mmc_blk_issue_rq <-mmc_queue_thread
          <idle>-0     [002] d.h2 259071.365548: bcm2835_sdhost_irq: write:SDHSTS:00000701
         mmcqd/0-339   [000] ...1 259071.365549: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 259071.365550: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.h2 259071.365551: bcm2835_sdhost_irq: write:SDHCFG:0000050e
         mmcqd/0-339   [000] ...1 259071.365551: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259071.365552: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 259071.365554: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.h3 259071.365555: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [002] d.h3 259071.365557: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365558: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365559: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365560: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365561: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365563: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365564: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365565: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365566: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365567: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365568: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365569: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365570: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365571: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365573: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365574: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365575: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365577: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365578: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365579: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365580: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365581: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365582: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365584: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365585: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365587: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365588: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365589: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365590: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365591: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365593: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365594: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365595: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365596: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365597: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365598: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365599: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365601: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365602: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365603: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365604: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365605: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365606: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365607: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365608: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365609: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365610: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365612: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365613: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365614: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365615: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365616: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365617: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365618: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365619: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365621: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365622: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365623: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365624: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365625: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365626: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365627: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365628: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365629: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365631: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365632: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365633: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365634: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365635: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365636: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365637: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365639: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365640: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365641: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365642: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365643: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365648: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365649: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365650: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365651: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365652: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365654: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365655: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365656: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365658: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365659: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365660: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365661: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365662: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365663: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365664: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365665: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365666: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365668: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365669: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365670: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365671: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365672: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365673: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365674: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365675: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365677: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365678: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365679: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365680: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365681: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365682: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365683: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365684: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365685: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365686: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365688: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365689: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365690: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365691: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365692: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365693: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365694: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365695: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.h3 259071.365697: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365698: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365699: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365700: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365702: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365703: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365704: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365705: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365706: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365707: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365709: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365710: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365712: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365713: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365714: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h3 259071.365715: bcm2835_sdhost_transfer_pio: write:SDDATA:00000000
          <idle>-0     [002] d.h2 259071.365716: bcm2835_sdhost_transfer_pio: read:SDHSTS:00000001
          <idle>-0     [002] d.h2 259071.365718: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [003] d.h2 259071.367555: bcm2835_sdhost_irq: read:SDHSTS:00000200
          <idle>-0     [003] d.h2 259071.367557: bcm2835_sdhost_irq: write:SDHSTS:00000701
